lance_tier_3_trident_desc;Enchanted tridents are favored by gladiators and sea dwellers.;Nomm» le Trident, cette lance est »quip»e d'une longue pointe en m»tal fait du meilleur acier.;Diese Lanze, getauft "Der Dreizack", wurde mit einer langen, schweren Metallspitze aus bestem Stahl versehen.;;Esta lanza, apodada Tridente, est∑ equipada con una punta met∑lica pesada y larga del acero m∑s refinado.;;;;;;;x
lance_tier_3_piercer;The Piercer +2;Le Transperceur;Der Durchbohrer;;La Perforadora;;;;;;;x
lance_tier_3_piercer_desc;Crafted to be long, yet sturdy, The Piercer will make short work of any enemy foolish enough to stand in your way.;Fabriqu» pour Õtre long, mais robuste, le Transperceur ne fera qu'une bouch»e de n'importe quel ennemi assez stupide pour se tenir sur votre chemin.;Als lange Lanze in besonders stabiler Ausf∏hrung wird der Durchbohrer zuverlâssig jeden Feind unschâdlich machen, der dumm genug ist, sich ihr entgegenzustemmen.;;La Perforadora, creada para ser larga, pero robusta, liquidar∑ a cualquier enemigo que sea lo bastante necio como para meterse en tu camino.;;;;;;;x
axe_tier_1;Masterwork Axe;Hache de lancer;Wurfbeil;;Hacha arrojadiza;;;;;;;x
axe_tier_1_desc;A small and well-crafted axe commonly used in both melee combat and for throwing.;Une petite hache bien con¡ue couramment utilis»e dans le combat de mÕl»e et pour le lancer.;Eine kleine, fachmânnisch hergestellte Axt, die sich f∏r den Nahkampf und zum Werfen eignet.;;Un hacha peque“a y de artesanÃa de calidad com?nmente usada en combate cuerpo a cuerpo y como arma arrojadiza.;;;;;;;x
axe_tier_2;Battle Axe +1;Hache d'armes;Streitaxt;;Hacha de guerra;;;;;;;x
axe_tier_2_desc;An enchanted battle axe is able to give more cleaving power, making it more effective against armored foes.;Une hache d'armes plus grande est capable de donner plus de puissance au tranchant, ce qui le rend plus efficace contre les ennemis en armure.;Die etwas grà?ere Streitaxt entfaltet bessere Spalteigenschaften und kann es daher besser mit gepanzerten Feinden aufnehmen.;;Un hacha de guerra de mayor tama“o puede aumentar la capacidad de corte, lo que la vuelve m∑s efectiva contra enemigos con armadura.;;;;;;;x
axe_tier_3_cleaver;Cleaver +2;Le Fendoir;Der Spalter;;Hoja Carnicera;;;;;;;x
axe_tier_3_cleaver_desc;A mighty battle axe named Cleaver. The size alone will make it easy to shred your opponents with a single strike.;Une puissante hache de combat nomm»e le Fendoir. La taille á elle seule permettra de d»chiqueter vos adversaires en un seul coup.;Eine mâchtige Streitaxt, die "Der Spalter" getauft wurde. Nur wenige Gegner ∏berleben mehr als einen Treffer.;;Un hacha de guerra llamada Hoja Carnicera. Su tama“o logra que tritures a tus oponentes con un solo ataque.;;;;;;;x
axe_tier_3_ravager;Ravager +2;La Ravageuse;Verw∏ster;;Aniquiladora;;;;;;;x
axe_tier_3_ravager_desc;A long double bladed axe named Ravager. Crafted with high quality steel, the axe will wreak havoc among your enemies.;Une longue hache á double lame nomm»e la Ravageuse. Fabriqu»e avec de l'acier de haute qualit», la hache causera des ravages parmi vos ennemis.;Eine lange Axt mit doppelseitiger Klinge, die man "Verw∏ster" getauft hat. Die Axt wird Chaos und Verw∏stung in den Reihen der Feinde verursachen.;;Un hacha de doble hoja llamada Aniquiladora. Esta hacha, forjada con acero de gran calidad, causar∑ estragos entre las filas enemigas.;;;;;;;x
axe_tier_3_marauder;Marauder +2;La Faucheuse;Marodeur;;Saqueadora;;;;;;;x
axe_tier_3_marauder_desc;Named Marauder, this exceptionally light weighted and well-crafted battle axe allows you to lay waste to your enemies without getting exhausted yourself.;Cette hache d'arme exceptionnellement l»gÀre et bien con¡ue vous permet de d»vaster vos ennemis sans vous »puiser.;Diese leichte und mit gro?em Sachverstand gefertigte Axt erlaubt es ihrem Trâger, den Feind in Schrecken zu versetzen, ohne sich dabei komplett verausgaben zu m∏ssen.;;Esta hacha de guerra llamada Saqueadora es especialmente ligera, est∑ muy bien hecha y te permitir∑ causar estragos a tus enemigos sin siquiera cansarte.;;;;;;;x
mace_tier_1;Masterwork Mace;Massue;Streitkolben;;Maza;;;;;;;x
mace_tier_1_desc;A mace made of an iron head mounted on a wooden shaft.;Une massue avec la partie haute en fer et le manche en bois.;Eine Keule aus einem eisernen Kopfst∏ck, das auf einem Holzschaft befestigt wurde.;;Una maza con cabeza de hierro y mango de madera.;;;;;;;x
mace_tier_2;Mace +1;Massue en fer;Eisenstreitkolben;;Maza de hierro;;;;;;;x
mace_tier_2_desc;An enchanted mace forged entirely out of iron that allow for more powerful blows.;Une massue forg»e entiÀrement en fer qui permet des coups plus puissants.;Ein Streitkolben, der komplett aus Eisen besteht und daher mehr Wucht in den Schlag bringt.;;Una maza totalmente hecha de hierro que permite golpes m∑s fuertes.;;;;;;;x
mace_tier_3_foe_hammer;The Foe Hammer +2;L'Assommoir á Ennemis;Feindeshammer;;El Martillo Enemigo;;;;;;;x
mace_tier_3_foe_hammer_desc;The Foe Hammer is a gigantic and well-balanced two handed mace that will make short work of any foe, armored or not.;L'Assommoir á Ennemis est une massue gigantesque et »quilibr»e á deux mains pour ne faire qu'une bouch»e de n'importe quel ennemi, en armure ou non.;Der "Feindeshammer" ∏berzeugt durch Grà?e und Ausgewogenheit. Selbst eine R∏stung bietet vor dieser zweihândig gef∏hrten Waffe nur wenig Schutz.;;El Martillo Enemigo es una maza gigante y bien equilibrada de dos manos que aniquilar∑ a cualquier enemigo, lleve o no armadura.;;;;;;;x
mace_tier_3_bone_breaker;The Bone Breaker +2;Le Briseur d'Os;Knochenbrecher;;La Rompehuesos;;;;;;;x
mace_tier_3_bone_breaker_desc;Known as The Bone Breaker, this two handed mace has a large and heavy head able to crush all opponents with its weight.;Connu sous le nom de Briseur d'Os, cette massue á deux mains a une grosse et lourde tÕte capable d'»craser tous les adversaires avec son poids.;Der Zweihand-Streitkolben namens Knochenbrecher verf∏gt ∏ber ein gro?es und schweres Kopfst∏ck, das den Gegner unter seinem Gewicht zermalmt.;;Esta maza de dos manos conocida como la Rompehuesos tiene una cabeza grande y pesada para aplastar con su peso a cualquier enemigo.;;;;;;;x
mace_tier_3_shatterer;The Shatterer +2;Le Fracasseur;Der Zerschmetterer;;La Quebrantadora;;;;;;;x
mace_tier_3_shatterer_desc;A large mace with spikes mounted on the head, named The Shatterer. For it will shatter your enemies, in both mind and body.;Une grosse massue avec des pointes mont»es sur la partie haute, nomm»e le Fracasseur. Car elle brisera vos ennemis, tant physiquement que psychologiquement.;Ein gro?er Streitkolben, dessen Kopf mit Eisendornen versehen wurde. Sprengt nicht nur Schâdel.;;Una maza grande llamada la Quebrantadora con pinchos en la cabeza. Se llama asÃ porque quebrantar∑ los cuerpos y las mentes de tus enemigos.;;;;;;;x
bow_tier_1;Masterwork Bow;Arc simple;Einfacher Bogen;;Arco simple;;;;;;;x
bow_tier_1_desc;A bow made from a single piece of fine wood.;Un arc fait á partir d'un seul morceau de bois.;Ein Bogen, der aus einem einzigen St∏ck Holz hergestellt wurde.;;Un arco hecho de una ?nica pieza de madera refinada.;;;;;;;x
bow_tier_2;Bow +1;Arc composite;Kompositbogen;;Arco compuesto;;;;;;;x
bow_tier_2_desc;A magic composite bow, constructed with a wooden core, glued together with horn and sinew. Allowing for a smaller bow with greater power.;Les arcs composites sont con¡us avec une base en bois sur laquelle sont coll»s de la corne et du tendon, et sont plus petits tout en »tant plus puissants.;Ein Kompositbogen besteht aus einem Holzkern, der mit Kleber, Horn und Sehnen erweitert wird. Mit dieser Technik sind kleinere Bàgen mit hàherer Schusskraft màglich.;;Los arcos compuestos se fabrican con un cuerpo de madera encolado con hueso y tendones. Es un arco m∑s peque“o con mayor potencia.;;;;;;;x
bow_tier_3_silent_wind;Silent Wind +2;Le Vent Silencieux;Stiller Wind;;Viento Silencioso;;;;;;;x
bow_tier_3_silent_wind_desc;A composite bow of the highest quality. It is named Silent Wind for being able to silently dispatch enemies.;Un arc composite de la plus haute qualit». Il est nomm» Vent Silencieux pour Õtre en mesure d'abattre silencieusement les ennemis.;Ein Kompositbogen der besten Qualitât. Der Name "Stiller Wind" deutet auf seine Fâhigkeit hin, Feinde lautlos auszuschalten.;;Un arco compuesto de gran calidad. Se llama Viento Silencioso porque es capaz de despachar a los enemigos sin hacer ruido.;;;;;;;x
bow_tier_3_lightning;Lightning +2;L'Öclair;Blitz;;Rel∑mpago;;;;;;;x
bow_tier_3_lightning_desc;Named Lightning, this bow fires arrows infused with electricity, killing opponents in an instant.;Nomm» l'Öclair, cet arc tire des flÀches de feu á une vitesse incroyable, tuant les adversaires en un instant.;Trifft sein Ziel mit der Wucht eines Blitzes, daher der Name.;;Este arco, conocido como Rel∑mpago, lanza flechas con una fuerza increÃble, lo que mata a los oponentes en un instante.;;;;;;;x
bow_tier_3_eagle;Eagle +2;L'Aigle;Adler;;°guila;;;;;;;x
bow_tier_3_eagle_desc;Known simply as Eagle. This enchanted bow can strike enemies at great distances with considerable precision.;Connu simplement comme l'Aigle. Cet arc exceptionnel peut frapper des ennemis trÀs »loign»s avec une pr»cision consid»rable.;Dieser au?erordentliche Bogen schie?t mit betrâchtlicher Genauigkeit selbst ∏ber weiteste Entfernungen.;;Este arco excepcional, conocido como °guila, puede atacar a los enemigos a gran distancia con una precisi€n considerable.;;;;;;;x
armor_tier_3_guardian;Guardian +2;Gardien;Wâchter-R∏stung;;Guardi∑n;;;;;;;x
armor_tier_3_guardian_desc;This strong and sturdy set of armor offers unmatched protection in combat. It truly is the guardian of those it encases.;Cette armure robuste offre une protection in»gal»e au combat. C'est vraiment le gardien de celui qui la porte.;Diese starke und stabile R∏stung bietet einen un∏bertroffenen Schutz im Kampf. Sie ist wahrlich der Wâchter all jener, die sie tragen.;;Esta armadura fuerte y resistente ofrece protecci€n sin igual en el combate. Es ciertamente guardi∑n de lo que recubre.;;;;;;;x
armor_tier_1;Masterwork Chain Mail;Armure en cotte de mailles;Kettenr∏stung;;Armadura de cota de malla;;;;;;;x
armor_tier_1_desc;A basic set of armor made up of many small metal rings linked together.;Une armure basique compos»e de nombreux petits anneaux en m»tal reli»s entre eux.;Eine einfache R∏stung, die aus vielen kleinen Metallringen, die miteinander verbunden sind, besteht.;;Una armadura b∑sica compuesta por muchos anillitos de metal unidos.;;;;;;;x
armor_tier_2;Plate Armor;Brigandine;Verstârkte Kettenr∏stung;;Armadura de placa y malla.;;;;;;;x
armor_tier_2_desc;More advanced than chain mail, this set of armor has plates of solid metal attached among the metal rings to protect vital weak spots.;Plus avanc»e que la cotte de mailles, cette armure comporte des plaques de m»tal solide attach»es entre les anneaux m»talliques pour prot»ger les points vitaux.;Fortgeschrittener als die Kettenr∏stung besteht diese R∏stung aus massiven Metallplatten, die unter den Metallringen befestigt sind, um wichtige Stellen des Kàrpers zu sch∏tzen.;;M∑s avanzada que la cota de malla, esta armadura tiene placas de metal unidas con anillos de metal para proteger puntos vitales.;;;;;;;x
armor_tier_3_champion;Champion +2;Champion;Champion-R∏stung;;Campe€n;;;;;;;x
armor_tier_3_champion_desc;Designed to strike fear into the hearts of men, this suit of armor safeguards its bearer so they can charge into the fields of battle.;Con¡ue pour instiller la peur dans le coeur des hommes, cette armure protÀge son porteur pour qu'il puisse charger sur les champs de bataille.;Entworfen, um Angst in die Herzen ihrer Gegner zu schlagen, sch∏tzt diese R∏stung ihre Trâger, damit sie sich in die Schlacht st∏rzen kànnen.;;Dise“ada para infundir miedo en la gente, esta armadura protege a su portador para que pueda cargar en el campo de batalla.;;;;;;;x
armor_tier_3_warden;Warden +2;Protecteur;Aufseher-R∏stung;;Defensor;;;;;;;x
armor_tier_3_warden_desc;Forged out of the finest materials and with expert craftsmanship, this armor turns its owner into a stalwart barrier against any foe.;Forg»e avec les meilleurs mat»riaux et avec un savoir-faire expert, cette armure transforme son propri»taire en une barriÀre inflexible contre tout ennemi.;Aus den feinsten Materialien geschmiedet und mit fachmânnischer Handwerkskunst zusammengesetzt, verwandelt diese R∏stung ihren Besitzer in eine un∏berwindbare Barriere gegen jeden Feind.;;Forjada con los mejores materiales y habilidad experta, esta armadura convierte a su due“o en una barrera inquebrantable contra cualquier enemigo.;;;;;;;x
SET_COUNCIL_MALCONTENT_EFFECT;The council becomes ßYmalcontentß!.\n;;;;;;;;;;;x
EVTDESC_RIP_11053_CHINESE_DOCTOR;While scouring the silk road market in [chinese_silk_road_target.GetName] your scouts came across a Shou traveler. This traveler, named [recruited_physician_target.GetFirstName], claims to be a traveling surgeon-poet of renowned skill - a claim the scouts were unable to verify. [recruited_physician_target.GetSheHeCap] offers to join your court in return for adequate compensation.;Alors qu'ils longeaient la route de la soie, vos Èclaireurs ont rencontrÈ un voyageur chinois ‡ [chinese_silk_road_target.GetName]. [recruited_physician_target.GetIlElleCap] se nomme [recruited_physician_target.GetFirstName] et dÈclare Ítre un chirurgien-poËte aux habiletÈs rÈputÈes ñ une affirmation que les Èclaireurs furent incapables de vÈrifier. [recruited_physician_target.GetIlElleCap] propose de rejoindre votre Cour en Èchange d'une compensation adÈquate.;Auf einem Markt an der Seidenstraﬂe in [chinese_silk_road_target.GetName] entdeckten Eure Kundschafter eine reisende Person aus China namens [recruited_physician_target.GetFirstName]. [recruited_physician_target.GetSheHeCap] gab an, ein reisender Chirurgenpoet zu sein, doch Eure Kundschafter konnten den Wahrheitsgehalt dieser Aussage nicht best‰tigen. [recruited_physician_target.GetSheHeCap] w¸rde sich gegen angemessene Entsch‰digung gerne an Eurem Hof verdingen.;;Mientras registraban un mercado de la Ruta de la seda en [chinese_silk_road_target.GetName], tus exploradores se encontraron un[recruited_physician_target.GetXA] viajer[recruited_physician_target.GetOA] chin[recruited_physician_target.GetOA] de nombre [recruited_physician_target.GetFirstName], que afirma ser un[recruited_physician_target.GetXA] cirujan[recruited_physician_target.GetOA]-poeta errante de fama reconocida, una afirmaciÛn que los exploradores no pudieron confirmar. [recruited_physician_target.GetElEllaCap] se ofrece a unirse a tu corte por una compensaciÛn adecuada.;;;;;;;;;x
EVTOPTH_RIP_11053;A surgeon-poet is just what I need!;Un chirurgien-poËte est justement ce dont j'ai besoin†!;Poesie und Chirurgie sind genau das, was ich brauche!;;°CirugÌa y poesÌa, justo lo que necesito!;;;;;;;;;x
EVTDESC_RIP_11053_ARAB_SCHOLAR;News reaches you of a traveling Zakharan scholar who just arrived on a ship in the harbor of [arab_scholar_trade_post_target.GetName]. The scholar, named [recruited_physician_target.GetFullName], is rumored to be working on a compendium of medical treatments - this likely makes [recruited_physician_target.GetHerHim] a willing candidate for the position of physician, as [recruited_physician_target.GetSheHe] would be able to continue [recruited_physician_target.GetHerHis] work at your court!;Des nouvelles font Ètat d'un Èrudit arabe ‡ bord d'un navire qui vient juste d'amarrer dans le port de [arab_scholar_trade_post_target.GetName]. L'Èrudit, nommÈ [recruited_physician_target.GetFullName], serait en train de travailler sur un recueil des traitements mÈdicinaux, ce qui en fait un candidat prÍt pour le poste de physicien, puisqu'[recruited_physician_target.GetIlElle] serait capable de continuer son travail ‡ votre Cour.;Ihr erhaltet Berichte ¸ber eine[recruited_physician_target.GetnMale] reisende[recruited_physician_target.GetnMale] arabische[recruited_physician_target.GetnMale] Gelehrte[recruited_physician_target.GetnMale] namens [recruited_physician_target.GetFullName]. [recruited_physician_target.GetSheHeCap] ist gerade mit einem Schiff im Hafen von [arab_scholar_trade_post_target.GetName] angekommen und soll an einem Kompendium ¸ber medizinische Behandlungsweisen arbeiten. [recruited_physician_target.GetSheHeCap] w¸rde sich also vermutlich ideal f¸r die Stelle des Hofarztes eignen und kˆnnte an Eurem Hof weiter am Kompendium arbeiten!;;Te llegan noticas de un[recruited_physician_target.GetXA] sabi[recruited_physician_target.GetOA] ·rabe de viaje que acaba de llegar en barco al puerto de [arab_scholar_trade_post_target.GetName]. De est[recruited_physician_target.GetEA] sabi[recruited_physician_target.GetOA] de nombre [recruited_physician_target.GetFullName] se rumorea que trabaja en un compendio de tratamientos mÈdicos. Esto le harÌa interesarse en el puesto de mÈdico, pues podrÌa continuar su trabajo en tu corte!;;;;;;;;;x
EVTOPTI_RIP_11053;Bring [recruited_physician_target.GetHerHim] to me!;Amenez-[recruited_physician_target.GetLeLa] ‡ moi†!;Willkommen an meinem Hof!;;°Traed[recruited_physician_target.GetRleRla] ante mÌ!;;;;;;;;;x
VTDESC_RIP_11053_MAZDAN_DOCTOR;You are told that there resides a Untheric doctor in a small, nearby, village. The doctor, known in learned circles as [recruited_physician_target.GetFirstName], is rumored to possess rare medical texts! Such a learned [recruited_physician_target.GetManWoman] would surely be an asset to your court.;Vous apprenez qu'un[recruited_physician_target.Get_E] docteur rÈside dans un village des alentours. [recruited_physician_target.GetLeLaCap] docteur, connu[recruited_physician_target.Get_E] dans les milieux savants, s'appelle [recruited_physician_target.GetFirstName]. Il est dit qu'[recruited_physician_target.GetIlElle] possËde des textes de l'Ècole rÈputÈe de Gondishapur†! Une telle Èrudition serait sans doute bÈnÈfique ‡ votre Cour.;Ihr erhaltet Berichte ¸ber eine[recruited_physician_target.GetnMale] Mazdan-Doktor[recruited_physician_target.GetinFemale] namens [recruited_physician_target.GetFirstName] in einem kleinen Dorf in der N‰he. [recruited_physician_target.GetSheHeCap] soll im Besitz von Schriften der ber¸hmten Akademie von Gundischapur sein! Solch eine gebildete Person w¸rde sich an Eurem Hof als sehr n¸tzlich erweisen.;;Te cuentan que en un pueblecito cercano vive un[recruited_physician_target.GetXA] mÈdico mazdeÌsta. °De est[recruited_physician_target.GetEA] mÈdico, conocid[recruited_physician_target.GetOA] en los cÌrculos acadÈmicos como [recruited_physician_target.GetFirstName], se rumorea que posee textos de la famosa escuela de Gondishapur! Un[recruited_physician_target.GetXA] [recruited_physician_target.GetManWoman] tan erudit[recruited_physician_target.GetOA] serÌa una gran baza en la corte.;;;;;;;;;x
EVTOPTX_RIP_11053;A good candidate, pay [recruited_physician_target.GetHerHim] and bring [recruited_physician_target.GetHerHim] to court!;Un bon candidat. Payez-[recruited_physician_target.GetLeLa] et amenez-[recruited_physician_target.GetLeLa] ‡ la Cour†!;Ausgezeichnet, bezahlt [recruited_physician_target.GetHerHim] und bringt [recruited_physician_target.GetHerHim] an meinen Hof!;;Un buen candidato, °pagad[recruited_physician_target.GetRleRla] and traed[recruited_physician_target.GetRleRla] a la corte!;;;;;;;;;x
EVTDESC_RIP_11053_TRAVELLING_NESTORIAN;Your scouts tell of a foreign missionary that just arrived in [Root.Capital.GetName]. The missionary, named [recruited_physician_target.GetFirstName], has returned after a long mission to far-away Shou Lung. The locals say [recruited_physician_target.GetSheHe] knows many remedies, knowledge [recruited_physician_target.GetSheHe]'s picked up during [recruited_physician_target.GetHersHis] travels. [recruited_physician_target.GetSheHeCap] would certainly be a worthy addition to your court!;Vos Èclaireurs vous rapportent qu'un[recruited_physician_target.Get_E] missionnaire nestorie[recruited_physician_target.GetNNne] se trouve ‡ [Root.Capital.GetName]. [recruited_physician_target.GetIlElleCap] se nomme [recruited_physician_target.GetFirstName] et vient de revenir d'une longue mission ‡ la lointaine Cathay. Les habitants disent qu'[recruited_physician_target.GetIlElle] connaÓt de nombreux remËdes, qu'[recruited_physician_target.GetIlElle] les a appris durant ses voyages. [recruited_physician_target.GetIlElleCap] serait certainement un atout pour votre Cour†!;Eure Kundschafter berichten ¸ber eine[recruited_physician_target.GetnMale] nestorianische[recruited_physician_target.GetnMale] Missionar[recruited_physician_target.GetinFemale] namens [recruited_physician_target.GetFirstName], [recruited_physician_target.Getderdie] gerade in [Root.Capital.GetName] eingetroffen ist, nachdem [recruited_physician_target.GetSheHe] sich auf einer langen Missionsreise im fernen China befand. Laut der Bevˆlkerung kennt [recruited_physician_target.GetSheHe] viele Heilmethoden, die [recruited_physician_target.GetSheHe] sich auf Reisen angeeignet hat. [recruited_physician_target.GetSheHeCap] w‰re zweifelsohne eine Bereicherung f¸r Euren Hof!;;Tus exploradores te hablan de un[recruited_physician_target.GetXA] misioner[recruited_physician_target.GetOA] nestorian[recruited_physician_target.GetOA] que acaba de llegar a [Root.Capital.GetName]. [recruited_physician_target.GetElLaCap] misioner[recruited_physician_target.GetOA], de nombre [recruited_physician_target.GetFirstName], ha regresado tras una larga misiÛn a la lejana Catay. La gente de la zona dice que conoce muchos remedios, conocimientos que adquiriÛ durante sus viajes. [recruited_physician_target.GetElEllaCap] serÌa una incorporaciÛn bienvenida a tu corte!;;;;;;;;;x
EVTOPTW_RIP_11053;Bring this missionary to court!;Amenez ce missionnaire ‡ la Cour†!;Bringt diese Person an meinen Hof!;;°Traed al misioner[recruited_physician_target.GetOA] la corte!;;;;;;;;;x
EVTDESC_RIP_11053_MANICHEAN_MERCHANT;A silk road merchant recently arrived in [Root.Capital.GetName]. Your guards report that, under the guise of providing free medical examinations, this '[recruited_physician_target.GetFirstName]' had used the opportunity to preach the Adama religion! The guards locked [recruited_physician_target.GetHerHim] up for [recruited_physician_target.GetHerHis] own good, but perhaps [recruited_physician_target.GetSheHe] could work as your physician?;Un marchand de la route de soie est rÈcemment arrivÈ ‡ [Root.Capital.GetName]. Vos gardes rapportent que, sous prÈtexte de fournir des examens mÈdicaux gratuits, ce ´†[recruited_physician_target.GetFirstName]†ª a prÍchÈ l'Èvangile de Mani†! Les gardes l'ont enfermÈ pour son propre bien, mais peut-Ítre pourrait-[recruited_physician_target.GetIlElle] Ítre votre physicien†?;[recruited_physician_target.GetEinEine] H‰ndler[recruited_physician_target.GetinFemale] der Seidenstraﬂe ist vor Kurzem in [Root.Capital.GetName] eingetroffen. Eure Wachen berichten, dass [recruited_physician_target.GetFirstName] kostenlose medizinische Untersuchungen anbot, diese Gelegenheit jedoch dazu nutzte, die Lehren Manis zu verbreiten! Die Wachen sperrten [recruited_physician_target.GetHerHim] zum eigenen Schutz ein, doch vielleicht kˆnnte [recruited_physician_target.GetSheHe] an Eurem Hof als Heiler[recruited_physician_target.GetinFemale] arbeiten?;;Un[recruited_physician_target.GetXA] mercader de la Ruta de la seda llegÛ recientemente a [Root.Capital.GetName]. Tus guardias te informan que con la excusa de proporcionar ex·menes mÈdicos gratuitos, est[recruited_physician_target.GetEA] '[recruited_physician_target.GetFirstName]' aprovechaba la oportunidad para predicar el Evangelio de Mani! Los guardias [recruited_physician_target.GetLoLa] encerraron por su propio bien, øpero quiz·s podrÌa servirte como mÈdico?;;;;;;;;;x
