#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;x
muhjari_syncretise_beholder_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_blue_flame;Syncretise with Azure;;;;;;;;;;;x
muhjari_syncretise_blue_flame_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_chauntea;Syncretise with Chauntean;;;;;;;;;;;x
muhjari_syncretise_chauntea_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_cyric;Syncretise with Cyricist;;;;;;;;;;;x
muhjari_syncretise_cyric_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_draconic;Syncretise with Draconic;;;;;;;;;;;x
muhjari_syncretise_draconic_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_dwarf;Syncretise with Morndinsamman;;;;;;;;;;;x
muhjari_syncretise_dwarf_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_earthmother;Syncretise with Earthen;;;;;;;;;;;x
muhjari_syncretise_earthmother_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_eilistraee;Syncretise with Eilistraeean;;;;;;;;;;;x
muhjari_syncretise_eilistraee_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_elf;Syncretise with Seldarine;;;;;;;;;;;x
muhjari_syncretise_elf_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_enlil;Syncretise with Enlilist;;;;;;;;;;;x
muhjari_syncretise_enlil_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_entropy;Syncretise with Entropist;;;;;;;;;;;x
muhjari_syncretise_entropy_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_faceless;Syncretise with Faceless;;;;;;;;;;;x
muhjari_syncretise_faceless_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_geomancy;Syncretise with Geomancy;;;;;;;;;;;x
muhjari_syncretise_geomancy_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_ghaunadaur;Syncretise with Ghaunadan;;;;;;;;;;;x
muhjari_syncretise_ghaunadaur_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_giant;Syncretise with Jotun;;;;;;;;;;;x
muhjari_syncretise_giant_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_gnome;Syncretise with Gnomish;;;;;;;;;;;x
muhjari_syncretise_gnome_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_goblin;Syncretise with Goblinoid;;;;;;;;;;;x
muhjari_syncretise_goblin_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_halfling;Syncretise with Yondallan;;;;;;;;;;;x
muhjari_syncretise_halfling_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_illithid;Syncretise with Ilsensinian;;;;;;;;;;;x
muhjari_syncretise_illithid_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_infernal;Syncretise with Infernal;;;;;;;;;;;x
muhjari_syncretise_infernal_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_jaziri;Syncretise with Jaziri;;;;;;;;;;;x
muhjari_syncretise_jaziri_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_kahin;Syncretise with Kahin;;;;;;;;;;;x
muhjari_syncretise_kahin_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_karontor;Syncretise with Karontoric;;;;;;;;;;;x
muhjari_syncretise_karontor_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_kiaransalee;Syncretise with Kiaransaleen;;;;;;;;;;;x
muhjari_syncretise_kiaransalee_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_kossuth;Syncretise with Kossuthan;;;;;;;;;;;x
muhjari_syncretise_kossuth_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_laduguer;Syncretise with Ladugueran;;;;;;;;;;;x
muhjari_syncretise_laduguer_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_lolth;Syncretise with Lolthite;;;;;;;;;;;x
muhjari_syncretise_lolth_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_loviatar;Syncretise with Loviatan;;;;;;;;;;;x
muhjari_syncretise_loviatar_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_maztica;Syncretise with Maztican;;;;;;;;;;;x
muhjari_syncretise_maztica_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_nogari;Syncretise with Nogari;;;;;;;;;;;x
muhjari_syncretise_nogari_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_orc;Syncretise with Orcish;;;;;;;;;;;x
muhjari_syncretise_orc_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_pantheist;Syncretise with Pantheist;;;;;;;;;;;x
muhjari_syncretise_pantheist_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_qisma;Syncretise with Qisma'ite;;;;;;;;;;;x
muhjari_syncretise_qisma_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_sylvan;Syncretise with Sylvan;;;;;;;;;;;x
muhjari_syncretise_sylvan_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_thasmudyanic;Syncretise with Thasmudyanic;;;;;;;;;;;x
muhjari_syncretise_thasmudyanic_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_tiamat;Syncretise with Tiamatan;;;;;;;;;;;x
muhjari_syncretise_tiamat_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_ubtao;Syncretise with Ubtaoan;;;;;;;;;;;x
muhjari_syncretise_ubtao_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_ulutiuan;Syncretise with Ulutiuan;;;;;;;;;;;x
muhjari_syncretise_ulutiuan_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_uthgardt;Syncretise with Uthgardt;;;;;;;;;;;x
muhjari_syncretise_uthgardt_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_vaprak;Syncretise with Vaprakan;;;;;;;;;;;x
muhjari_syncretise_vaprak_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_vhaeraun;Syncretise with Vhaeraunan;;;;;;;;;;;x
muhjari_syncretise_vhaeraun_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_yuir;Syncretise with Yuir;;;;;;;;;;;x
muhjari_syncretise_yuir_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_rashemen;Syncretise with Rashemi;;;;;;;;;;;x
muhjari_syncretise_rashemen_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_chessic;Syncretise with Chessentan;;;;;;;;;;;x
muhjari_syncretise_chessic_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_mercantile;Syncretise with Mercantile;;;;;;;;;;;x
muhjari_syncretise_mercantile_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_inventive;Syncretise with Inventive;;;;;;;;;;;x
muhjari_syncretise_inventive_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_joyful;Syncretise with Joyful;;;;;;;;;;;x
muhjari_syncretise_joyful_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_calishite;Syncretise with Calishite;;;;;;;;;;;x
muhjari_syncretise_calishite_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_lapal;Syncretise with Lapal;;;;;;;;;;;x
muhjari_syncretise_lapal_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_mulhorandi;Syncretise with Mulhorandi;;;;;;;;;;;x
muhjari_syncretise_mulhorandi_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_untheric;Syncretise with Untheric;;;;;;;;;;;x
muhjari_syncretise_untheric_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_solar;Syncretise with Solar;;;;;;;;;;;x
muhjari_syncretise_solar_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_fury;Syncretise with Furious;;;;;;;;;;;x
muhjari_syncretise_fury_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_natural;Syncretise with Natural;;;;;;;;;;;x
muhjari_syncretise_natural_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_primordial;Syncretise with Primordial;;;;;;;;;;;x
muhjari_syncretise_primordial_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_tuigan;Syncretise with Taangan;;;;;;;;;;;x
muhjari_syncretise_tuigan_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_martial;Syncretise with Martial;;;;;;;;;;;x
muhjari_syncretise_martial_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_deadthree;Syncretise with Triumvir;;;;;;;;;;;x
muhjari_syncretise_deadthree_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_shadow;Syncretise with Shadowed;;;;;;;;;;;x
muhjari_syncretise_shadow_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_scale;Syncretise with Scaled;;;;;;;;;;;x
muhjari_syncretise_scale_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_padhran;Syncretise with Padhran;;;;;;;;;;;x
muhjari_syncretise_padhran_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_shou;Syncretise with Shou-ling;;;;;;;;;;;x
muhjari_syncretise_shou_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_chung;Syncretise with Chung Tao;;;;;;;;;;;x
muhjari_syncretise_chung_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_9t;Syncretise with Traveller;;;;;;;;;;;x
muhjari_syncretise_9t_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_adama;Syncretise with Adama;;;;;;;;;;;x
muhjari_syncretise_adama_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_animist;Syncretise with Animist;;;;;;;;;;;x
muhjari_syncretise_animist_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_qukoku;Syncretise with Qukoku;;;;;;;;;;;x
muhjari_syncretise_qukoku_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
enlightened_schools;Choose religious school;;;;;;;;;;;x
enlightened_schools_desc;The followers of various enlightened faiths often subscribe to one of three theological schools, those of moralism, ethoism and pragmatism.;;;;;;;;;;;x
PsiIlsensine;Ilsensine;;;;;;;;;;;x
PsiDuerra;Deep Duerra;;;;;;;;;;;x
PsiAuppenser;Auppenser;;;;;;;;;;;x
PsiSardior;Sardior;;;;;;;;;;;x
PsiZaerith;Zaerith Mengyar Ag-Gith;;;;;;;;;;;x
PsiVlaakith;Vlaakith CLVII;;;;;;;;;;;x
PsiGods;the Gods;;;;;;;;;;;x
ulutiu_offering_to_spirit_beast;Make offering to spirits;;;;;;;;;;;x
ulutiu_offering_to_spirit_beast_desc;Make an offering to one of the great spirit beasts of Ulutiu, in order to gain their blessing.;;;;;;;;;;;x
ulutiu_winter_soldier;Train in arctic warfare;;;;;;;;;;;x
ulutiu_winter_soldier_desc;The faithful of Ulutiu are expected to know how to survive and fight in the frozen lands their deity favours.;;;;;;;;;;;x
TWENTYYEARCD;Must wait twelve years between every use of this decision.;;;;;;;;;;;x
prepare_for_iurit;Prepare for Iurit;;;;;;;;;;;x
prepare_for_iurit_desc;Prepare for the ceremony of Iurit in the start of spring. To do this, you will go into seclusion until the end of winter in order to receive visions and portents from Ulutiu.;;;;;;;;;;;x
TWENTYYEARCD;Must wait twenty years between every use of this decision.;;;;;;;;;;;x
kaitotem;Peform the Kaitotem;;;;;;;;;;;x
kaitotem_desc;Perform the Kaitotem rite, where a young animal is captured and brought to the community, and must be tended to for a year until it is possessed by a spirit beast of Ulutiu. If treated well, it will bless you. If not, it will curse you.;;;;;;;;;;;x
HASDARKARROW;You must control Dark Arrow;;;;;;;;;;;x
HASTHOLVARR;You must control Tholvarr;;;;;;;;;;;x
HASDRUARWOOD;You must control Druarwood;;;;;;;;;;;x
HASWINTERSEDGE;You must control Winter's Edge;;;;;;;;;;;x
create_many_arrows;Found the Kingdom of Many Arrows;;;;;;;;;;;x
create_many_arrows_desc;For too long the orcs of the North have been scattered and leaderless. By founding the Kingdom of Many-Arrows you can change that and finally create a homeland for your people.;;;;;;;;;;;x
demand_religious_conversion_tooltip;You will demand the conversion of [Root.GetBestName] to your faith.;;;;;;;;;;;x
is_member_of_any_thieves_guild_tt;Is a member of a thieves' guild society.;;;;;;;;;;;x
is_member_of_any_zhent_like_society_tt;Is a member of tyrannical society.;;;;;;;;;;;x
is_member_of_any_alliance_society_tt;Is a member of a regional alliance society.;;;;;;;;;;;x
is_member_of_any_spy_net_society_tt;Is a member of a spy network society.;;;;;;;;;;;x
death_cheese_ranch;Establish a Catoblepas Ranch;;;;;;;;;;;x
death_cheese_ranch_desc;Set up an area for the husbandry of the deadly catoblepas, that only your people know how to tame.;;;;;;;;;;;x
velsharoon_ascend;Brew the divinity potion;;;;;;;;;;;x
velsharoon_ascend_desc;Brew the potion revealed to you by Talos, which will allow you to become a god.;;;;;;;;;;;x
veladvmod;Blood of Adventurers;;;;;;;;;;;x
veladvmod_desc;You have drawn the blood of [Root.veladv.GetValue] adventurers.;;;;;;;;;;;x
VELSHAROONCOND;You must capture and harvest the blood of nine different adventurers.;;;;;;;;;;;x
velsharoon_sacrifice;Harvest Blood;;;;;;;;;;;x
velsharoon_sacrifice_desc;Harvest the blood of an adventurer, furthering your quest to godhood.;;;;;;;;;;;x
recruit_amaunatori_judge;Recruit an [Root.AmaunatorLocAdj] Judge.;;;;;;;;;;;x
recruit_amaunatori_judge_desc;Recruit a Judge from the [Root.AmaunatorLocAdj] church to serve in your court.;;;;;;;;;;;x
hold_magic_symposium;Hold a Magic Symposium;;;;;;;;;;;x
hold_magic_symposium_desc;Host a Symposium on Arcane Magic in your court, giving valuable experience to all arcane-users in it.;;;;;;;;;;;x
held_symposium_cd;Can only hold a symposium every 10 years.;;;;;;;;;;;x
beshaba_boon_cd;Can only gain Beshaba's Boon once a year.;;;;;;;;;;;x
beshabas_boon;Beshaba's Boon;;;;;;;;;;;x
beshabas_boon_desc;Propitiate Beshaba in order to ward off bad luck.;;;;;;;;;;;x
beshaba_diplomacy;Beshaba's Boon;;;;;;;;;;;x
beshaba_martial;Beshaba's Boon;;;;;;;;;;;x
beshaba_stewardship;Beshaba's Boon;;;;;;;;;;;x
beshaba_intrigue;Beshaba's Boon;;;;;;;;;;;x
beshaba_learning;Beshaba's Boon;;;;;;;;;;;x
beshaba_combat;Beshaba's Boon;;;;;;;;;;;x
beshaba_health;Beshaba's Boon;;;;;;;;;;;x
